Run,Iteration,Rule,Subset_Size,Fraud_Rate,Fraud_Count,Fitness_Score
2,1,V3 > 0.2963; V10 < 0.4707; V16 < 0.4514; V25 < 0.7045; V26 > 0.2271,2434,0.15447822514379622,376,147.78197981462196
1,1,V2 > 0.6795; V11 > 0.4247; V13 < 0.6726; V27 > 0.2747; V28 < 0.3747,2434,0.1409202958093673,343,128.75997779464026
3,1,V3 > 0.2902; V11 > 0.4191; V16 < 0.4727; V26 > 0.2329,2439,0.13940139401394014,340,126.9440866996627
