Trial,Score,Num_Rules,Avg_Fraud_Rate,Fraud_Detection_Rate,max_rules_per_run,min_subset_size_absolute,min_subset_size_percent,max_iterations,num_runs,ga_num_generations,ga_population_size,ga_num_parents,ga_mutation_percent,max_features_per_rule,feature_reuse_penalty,min_threshold_value,LESS_LOOKUP_RULE_POSITION
1,0.7421951219512195,1,0.18733647305075876,0.7276422764227642,12,108,0.005814545880097715,6,1,85,97,30,32,11,0.25038316099414826,0.004225908604511241,4
49,0.7401219512195122,1,0.1904,0.725609756097561,6,57,0.006551917577616853,17,3,139,163,34,35,6,0.7068467158348013,0.0064978624616078345,4
52,0.731829268292683,1,0.7986425339366516,0.717479674796748,7,65,0.0010364420977438183,13,3,161,192,25,31,8,0.7565059562330848,0.00701125630329172,8
4,0.7297560975609756,1,0.09818688981868898,0.7154471544715447,14,182,0.012585593582262557,9,1,177,118,11,28,3,0.16445946671461675,0.0035117744722202348,8
43,0.7028048780487804,1,0.17860906217070602,0.6890243902439024,5,118,0.006642598982557323,12,3,210,108,32,26,10,0.4041647409551898,0.005236084724687366,6
63,0.6841463414634147,1,0.3503184713375796,0.6707317073170732,7,50,0.0033071803392174665,16,1,174,126,15,29,6,0.735089368629544,0.007695387190471876,7
30,0.673780487804878,1,0.23066004258339248,0.6605691056910569,11,75,0.004946356524904947,19,2,252,198,23,12,7,0.3755666316828051,0.008935541878489613,5
31,0.6509756097560976,1,0.20863787375415282,0.6382113821138211,11,82,0.005281771310148708,19,2,235,194,23,26,7,0.38142130241010685,0.009058041872726293,5
18,0.6178048780487805,1,0.03795211411105451,0.6056910569105691,8,144,0.006142947991994272,20,3,54,41,40,40,3,0.5741503010169273,0.0062505343663993825,7
61,0.601219512195122,1,0.4510108864696734,0.5894308943089431,4,165,0.002251476389994606,10,1,274,177,15,15,14,0.7307407447260815,0.008364822537884887,4
0,0.0,0,0,0.0,4,90,0.017666716673528437,13,1,165,51,29,28,10,0.6009033009000693,0.004907500097790483,9
3,0.0,0,0,0.0,5,178,0.009617188720034867,6,1,90,104,13,17,9,0.6265730423634686,0.001345999805315283,6
8,0.0,0,0,0.0,7,36,0.019868291849376763,14,1,163,88,26,9,11,0.48507649985653434,0.0030489292062225535,5
9,0.0,0,0,0.0,11,105,0.013941418178103977,16,2,239,171,10,31,12,0.6713756247146987,0.0004499670261995543,6
10,0.0,0,0,0.0,9,63,0.01650566999195204,13,2,235,69,34,34,6,0.4527667577540927,0.004669366989290529,8
11,0.0,0,0,0.0,15,63,0.01658538127513633,5,2,172,79,14,21,9,0.46894484889059584,0.007401262216933961,8
14,0.0,0,0,0.0,3,146,0.0016852421925100686,20,3,285,146,19,39,15,0.7978818681410944,0.009890969103217344,6
20,0.0,0,0,0.0,6,32,0.006627088280511428,10,3,120,154,35,23,7,0.5646205723664917,0.005651850169017653,3
48,0.0,0,0,0.0,3,121,0.001961124967016869,15,3,74,95,27,20,10,0.7560261274600181,0.00413926296870846,5
60,0.0,0,0,0.0,4,172,0.015458359455021293,18,3,114,149,11,16,13,0.6444521759779113,0.008527211911909166,4
